resource_id;site_id;name;address;lat;lng;address_1;address_2;city;state;zip;deleted;Phone Number;Working Hours;PPO Insurances Accepted;HMO Insurances Accepted;Medicaid Accepted;Medicare Accepted?;Medicare Managed (Advantage) Plans;Self-pay accepted? Fees;Languages/interpreter services;Services;Transportation assistance;Patient Portal;Website where info found
10108;0;Loeaves & Fishes, Saint Barnabas Episcopal Church-Food Distribution Center;2109 Chickasaw Ave, Los Angeles, CA 90041;0E+00;0E+00;2109 Chickasaw Ave;;Los Angeles;CA;90041;0;(323) 274-4725;;;;;;;;;;;;https://stbarnabaseaglerock.org/new-page-1
10109;0;Loaves and Fishes - Glendale Community Services Center;4322 San Fernando Rd, Glendale, CA 91204;0E+00;0E+00;4322 San Fernando Rd;;Glendale;CA;91204;0;(213) 318-5707;Mon 10:00 AM - 3:30 PM, Tue 10:00 AM - 3:30 PM, Wed 10:00 AM - 3:30 PM, Thu Closed, Fri 10:00 AM - 3:30 PM, Sat Closed, Sun Closed;;;;;;;;Provides Rental and Utility Assistance, Case Management, Emergency Clothing, Support Groups, and Food Pantry Services.;;;https://www.glendale.edu/home/showpublisheddocument/44768/637231548111430000
10110;0;Loaves and Fishes - Temporary Skilled Worker Center;1190 Flower St, Burbank, CA 91502;0E+00;0E+00;1190 Flower St;;Burbank;CA;91502;0;(818) 566-7148;;;;;;;;;Offers Food Through Its Loaves and Fishes Program, Clothing/Thrift Store, in-Home Support for the Elderly, Case Management, Youth Programs, Day Laborer Program and Refugee and Immigrant Services.;;;https://catholiccharitiesla.org/san-fernando-region/
10111;0;Loaves & Fishes II;7309 Van Nuys Blvd, Van Nuys, CA 91405;0E+00;0E+00;7309 Van Nuys Blvd;;Van Nuys;CA;91405;0;(818) 997-0943;;;;;;;;;Offers Food Pantry Services, a Thrift Store, and Case Management.;;;https://catholiccharitiesla.org/san-fernando-region/
10112;0;San Juan Diego Community Services Center;4171 N Tyler Ave, El Monte, CA 91731;0E+00;0E+00;4171 N Tyler Ave;;El Monte;CA;91731;0;(626) 575-7652;Mon 9:00 AM - 3:30 PM, Tue 9:00 AM - 3:30 PM, Wed 9:00 AM - 3:30 PM, Thu 9:00 AM - 3:30 PM, Fri 9:00 AM - 3:30 PM, Sat Closed, Sun Closed;;;;;;;;"Provides Basic Needs Assistance With Food, Clothing, Temporary Shelter Through Motel Vouchers; Transportation, Information and Referral Services; Specialized Housing Stabilization Program, Including Move-in Assistance and Utilities Subsidies for Low-Income Households; CalFresh Application Site Center;";;;https://catholiccharitiesla.org/program-directory-by-city/
10113;0;The Salvation Army - People's Choice Market;801 S Central Ave, Glendale, CA 91204;0E+00;0E+00;801 S Central Ave;;Glendale;CA;91204;0;(818) 246-5586;Mon 12:00 PM - 3:00 PM, Tue 12:00 PM - 3:00 PM, Wed 12:00 PM - 3:00 PM, Thu 12:00 PM - 3:00 PM, Fri Closed, Sat Closed, Sun Closed;;;;;;;;;;;https://www.freefood.org/l/ca_91204_the-salvation-army-peoples-choice-market
10114;0;The Salvation Army - Glendale Food Distribution Center;320 W Windsor Rd, Glendale, CA 91204;0E+00;0E+00;320 W Windsor Rd;;Glendale;CA;91204;0;(818) 246-5586;Mon 1:00 PM - 4:00 PM, Tue 1:00 PM - 4:00 PM, Wed 1:00 PM - 4:00 PM, Thu 1:00 PM - 4:00 PM, Fri 1:00 PM - 4:00 PM, Sat Closed, Sun Closed;;;;;;;;Transitional Care & Work Release, Aid to Families, Disaster Services, Domestic Violence Services, Emergency Financial Assistance, Food & Nutrition Programs, Casework Services, Transitional Housing;;;https://www.glendale.edu/home/showpublisheddocument/44768/637231548111430000
10115;0;The Salvation Army-East L.A.-Food Distribution Center;140 N Eastman Ave, Los Angeles, CA 90063;0E+00;0E+00;140 N Eastman Ave;;Los Angeles;CA;90063;0;(323) 263 7577;;;;;;;;;Emergency Financial Assistance, Food & Nutrition Programs, Seasonal Services, Casework Services;;;https://www.salvationarmyusa.org/usn/plugins/gdosCenterSearch?mode=query_2&lat=33.97&lng=-118.25&code=US&query=90001&category=7
10116;0;Esmirna Pentecostal Church-Food Distribution Center;5414 N Figueroa St, Los Angeles, CA 90042;0E+00;0E+00;5414 N Figueroa St;;Los Angeles;CA;90042;0;(323) 254-0191;Mon Closed, Tue Closed, Wed Closed, Thu Closed, Fri 4:00 PM - 6:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://resources.relayinstitute.org/project/esmirna-pentecostal-church-food-pantry/
10117;0;Burbank Temporary Aid Center;1304 W Burbank Blvd, Burbank, CA 91506;0E+00;0E+00;1304 W Burbank Blvd;;Burbank;CA;91506;0;(818) 848-2822;Mon 9:00 AM - 11:30 AM, Tue Closed, Wed Closed, Thu Closed, Fri 9:00 AM - 11:30 AM, Sat Closed, Sun Closed;;;;;;;;Assistance With Utility Bills, Transportaion Assistance, ID/License Replacement Program, Limited Medical Assistance, Limited Emergency Shelter , Shower Facilities for the Homeless, Laundry Facilities for the Homeless and Other Clients;;;https://burbanktemporaryaidcenter.org/
10120;0;Hollywood Food Coalition - Community Dinner Kitchen ;5939 Hollywood Blvd, Los Angeles, CA 90028;0E+00;0E+00;5939 Hollywood Blvd;;Los Angeles;CA;90028;0;(323) 462-2032;Mon 6:30 PM - 8:00 PM, Tue 6:30 PM - 8:00 PM, Wed 6:30 PM - 8:00 PM, Thu 6:30 PM - 8:00 PM, Fri 6:30 PM - 8:00 PM, Sat Closed, Sun Closed;;;;;;;;During Our Community Dinner, We Provide Referrals to Other Social Services, Answer Questions About How to Navigate Accessing Care, and Share Information About Our Other Programs.;;;https://hofoco.org/about-our-community-dinner/
10121;0;Vallejo Drive Seventh Day Adventist Church - Food Distribution Center;300 Vallejo Dr, Glendale, CA 91206;0E+00;0E+00;300 Vallejo Dr;;Glendale;CA;91206;0;(818) 246-2476;Mon Closed, Tue Closed, Wed Closed, Thu 12:00 PM - 3:00 PM, Fri Closed, Sat Closed, Sun Closed;;;;;;;;;;;https://vallejodrive.adventistfaith.org/what-we-do-to-serve-the-community
10122;0;Mend Foodbank - Food Bank;10641 N San Fernando Rd, Pacoima, CA 91331;0E+00;0E+00;10641 N San Fernando Rd;;Pacoima;CA;91331;0;(818) 897-2443;Mon Closed, Tue 9:00 AM - 11:00 AM, Wed 9:00 AM - 11:00 AM, Thu 9:00 AM - 11:00 AM, Fri 9:00 AM - 11:00 AM, Sat Closed, Sun Closed;;;;;;;;Homeless Services, Clothing Services, Emergency Foodbank, Family Support, Case Managed Services;;;https://mendpoverty.org/foodbank
10123;0;APLA - JWCH Wesley Health Center Food pantry;1845 N Fair Oaks Ave, Pasadena, CA 91103;0E+00;0E+00;1845 N Fair Oaks Ave;;Pasadena;CA;91103;0;(213) 201-1600;Mon Closed, Tue Closed, Wed Closed, Thu Closed, Fri 9:00 AM - 2:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://aplahealth.org/services/nolp-food-pantries-nutrition/
10124;0;APLA - The David Geffen Center;611 S Kingsley Dr, Los Angeles, CA 90005;0E+00;0E+00;611 S Kingsley Dr;;Los Angeles;CA;90005;0;(213) 201-1600;Mon Closed, Tue Closed, Wed 10:30 AM - 5:00 PM, Thu Closed, Fri 10:30 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://aplahealth.org/services/nolp-food-pantries-nutrition/
10125;0;APLA - North Hollywood;7336 Bellaire Ave, North Hollywood, CA 91605;0E+00;0E+00;7336 Bellaire Ave;;North Hollywood;CA;91605;0;(213) 201-1600;Mon Closed, Tue Closed, Wed Closed, Thu 10:00 AM - 4:30 PM, Fri Closed, Sat Closed, Sun Closed;;;;;;;;;;;https://aplahealth.org/contact/
10126;0;Altadena Community Church - Food Pantry;943 E Altadena Dr, Altadena, CA 91001;0E+00;0E+00;943 E Altadena Dr;;Altadena;CA;91001;0;(626) 798-1185;;;;;;;;;;;;https://altadenaucc.org/helpingothers.htm
10128;0;The Well Community Fellowship - GAP Food Pantry;2500 Claus Rd, Modesto, CA 95355;0E+00;0E+00;2500 Claus Rd;;Modesto;CA;95355;0;(209) 551-4463;;;;;;;;;;;;https://thewellmodesto.org/ministries/gap
10129;0;The Father's House Church - Food Distribution Center;346 Burney St, Modesto, CA 95354;0E+00;0E+00;346 Burney St;;Modesto;CA;95354;0;(209) 214-1575;;;;;;;;;;;;
10130;0;Christ Unity Baptist Church - Food Distribution Center;1320 L St, Modesto, CA 95354;0E+00;0E+00;1320 L St;;Modesto;CA;95354;0;(209) 577-9112;;;;;;;;;;;;
10131;0;Saint Joseph's - Saint Vincent de Paul - Food Distribution Center;1813 Oakdale Rd, Modesto, CA 95355;0E+00;0E+00;1813 Oakdale Rd;;Modesto;CA;95355;0;(209) 551-4973;Mon 8:30 AM - 5:30 PM, Tue 8:30 AM - 5:30 PM, Wed 1:00 PM - 5:30 PM, Thu 8:30 AM - 5:30 PM, Fri 8:30 AM - 5:30 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.stjmod.com/food-pantry.html
10133;0;Victory in Praise - Food Distribution Center;720 G St, Modesto, CA 95354;0E+00;0E+00;720 G St;;Modesto;CA;95354;0;(209) 678-3971;;;;;;;;;;;;http://www.vipmodesto.org
10134;0;Davis Park Church of Christ - Food Distribution Center;901 W Rumble Rd, Modesto, CA 95350;0E+00;0E+00;901 W Rumble Rd;;Modesto;CA;95350;0;(209) 522-7226;Mon 10:30 AM - 2:00 PM, Tue 10:30 AM - 2:00 PM, Wed 10:30 AM - 2:00 PM, Thu 8:00 AM - 1:30 PM, Fri 10:30 AM - 2:00 PM, Sat Closed, Sun Closed;;;;;;;;"We Spend Some Time Visiting With Each Person Who Requests Help. We Also Offer a Bible and a Copy of ""People of the Park"" With the Explanation";;;https://davisparkchurchmodesto.com/?page_id=392
10135;0;Mannafest - Food Distribution Center Empire Church of Christ;434 Church St, Modesto, CA 95357;0E+00;0E+00;434 Church St;;Modesto;CA;95357;0;(209) 529-6084;;;;;;;;;;;;https://www.empirecofc.com/?fbclid=IwAR23lbjomRGj7CR8NrEzIlh1x4mcY_3Z3eyNowO0AE_pLGhPKgp5gl8vTK8
10136;0;Salvation Army Food Warehouse;600 Janopaul Ln, Modesto, CA 95351;0E+00;0E+00;600 Janopaul Ln;;Modesto;CA;95351;0;(209) 577-3600;;;;;;;;;;;;
10137;0;Inter-Faith Ministries The Food Initiative;120 Kerr Ave, Modesto, CA 95354;0E+00;0E+00;120 Kerr Ave;;Modesto;CA;95354;0;(209) 572-3117;Mon Closed, Tue Closed, Wed Closed, Thu Closed, Fri Closed, Sat 8:30 AM - 12:00 PM, Sun Closed;;;;;;;;;;;https://foodinitiative.org/humanitarian-services/
10139;0;The Salvation Army Citadel;625 I St, Modesto, CA 95354;0E+00;0E+00;625 I St;;Modesto;CA;95354;0;(209) 522-3209;Mon 8:00 AM - 4:30 PM, Tue 8:00 AM - 4:30 PM, Wed 8:00 AM - 4:30 PM, Thu 8:00 AM - 4:30 PM, Fri 8:00 AM - 4:30 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://modestocitadel.salvationarmy.org
10140;0;Modesto Gospel Mission;1400 Yosemite Blvd, Modesto, CA 95354;0E+00;0E+00;1400 Yosemite Blvd;;Modesto;CA;95354;0;(209) 529-8259;Mon 6:20 AM - 6:00 PM, Tue 6:20 AM - 6:00 PM, Wed Closed, Thu 6:20 AM - 6:00 PM, Fri 6:20 AM - 6:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://modestogospelmission.org/need-help?v=7516fd43adaa
10141;0;Big Valley Grace Community Church;4040 Tully Rd, Modesto, CA 95356;0E+00;0E+00;4040 Tully Rd;;Modesto;CA;95356;0;(209) 577-1604;Mon 9:30 AM - 2:30 PM, Tue 9:30 AM - 2:30 PM, Wed 9:30 AM - 2:30 PM, Thu 9:30 AM - 2:30 PM, Fri Closed, Sat Closed, Sun Closed;;;;;;;;Clothing, Household Products;;;https://modesto.bigvalleygrace.org/connect/ministries/care/?_ga=2.65822825.630123467.1643577532-1489106729.1643577532
10142;0;The House Modesto;1601 Coffee Rd, Modesto, CA 95355;0E+00;0E+00;1601 Coffee Rd;;Modesto;CA;95355;0;(209) 529-7346;Mon Closed, Tue Closed, Wed Closed, Thu 8:00 AM - 9:00 AM, Fri Closed, Sat Closed, Sun Closed;;;;;;;;House Resources Include Free Clothing, Household, and Personal Hygiene Items.  All Resources Are Located on the Church Campus and Available by Appointment Only.  to Receive Clothing or Household and Hygiene, Call the Church Office and an Appointment Will Be Made for You.;;;https://thehousemodesto.com/houseoutreach/
10143;0;Community Sharing Christian Center;579 Center St, Oakdale, CA 95361;0E+00;0E+00;579 Center St;;Oakdale;CA;95361;0;(209) 847-3401;Mon Closed, Tue 8:00 AM - 11:30 AM, Wed Closed, Thu Closed, Fri Closed, Sat Closed, Sun Closed;;;;;;;;;;;https://www.oakdalecommunitysharing.org/food-assistance-qualifications
10144;0;Catholic Charities Diocese - San Joaquin County;1106 N El Dorado St, Stockton, CA 95202;0E+00;0E+00;1106 N El Dorado St;;Stockton;CA;95202;0;(209) 444-5900;Mon Closed, Tue 12:30 PM - 2:30 PM, Wed Closed, Thu 8:30 AM - 10:30 AM, Fri Closed, Sat Closed, Sun Closed;;;;;;;;;;;https://www.ccstockton.org/nutrition-assistance
10145;0;Calvary Community Church Manteca;815 W Lathrop Rd, Manteca, CA 95336;0E+00;0E+00;815 W Lathrop Rd;;Manteca;CA;95336;0;(209) 239-1345;;;;;;;;;;;;https://calvarymanteca.org/living-well
10146;0;Prayer Valley Family Worship Church;14172 Avon Ave, Lathrop, CA 95330;0E+00;0E+00;14172 Avon Ave;;Lathrop;CA;95330;0;(209) 662-4019;;;;;;;;;;;;https://www.prayervalleyfamily.com
10148;0;Saint Mary's Dining Room - Food Distribution Center;545 W Sonora St, Stockton, CA 95203;0E+00;0E+00;545 W Sonora St;;Stockton;CA;95203;0;(209) 467-0703;Mon 8:30 AM - 9:15 AM, Tue 8:30 AM - 9:15 AM, Wed 8:30 AM - 9:15 AM, Thu 8:30 AM - 9:15 AM, Fri 8:30 AM - 9:15 AM, Sat 8:30 AM - 9:15 AM, Sun 8:30 AM - 9:15 AM;;;;;;;;;;;https://www.stmarysdiningroom.org/feeding-the-hungry/
10149;0;Salvation Army-Stockton Multi-Service - Food Distribution Center;1305 E Weber Ave, Stockton, CA 95205;0E+00;0E+00;1305 E Weber Ave;;Stockton;CA;95205;0;(209) 948-8955;Mon 9:00 AM - 3:30 PM, Tue Closed, Wed 9:00 AM - 3:30 PM, Thu Closed, Fri 9:00 AM - 3:30 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://stockton.salvationarmy.org/stockton/cure-hunger/
10150;0;FPA Women's Health;2030 Coffee Rd, Ste A1, Modesto, CA 95355;0E+00;0E+00;2030 Coffee Rd;Ste A1;Modesto;CA;95355;0;(209) 578-0443;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun 8:00 AM - 5:00 PM;"Aetna PPO; AHMC Health PPO; Health Net PPO; Scripps PPO";"Aetna HMO;  Health Net HMO; Humana Medical Plan PPO";"*Medi-Cal; Blue Cross Medi-Cal Managed; Health Net Cal MediConnect; Medi-Cal; Medical Mutual";;;We accept cash, all major credit cards and money orders or cashiers checks.;;Surgical Abortion, Non-Surgical Abortion, Birth Control Pills, Mirena/Kyleena IUD Birth Control, Paragard IUD Birth Control, Nexplanon Implant Birth Control, Pap Smears, Colposcopy, HIV Testing, Emergency Contraception/Plan B Pill, Pregnancy Testing;;Https://pss.medfusion.net/?bookmarkurl=eyJ0eXBlIjoibG9naW5sZXNzIiwibGlua0d1aWQiOiJkNDFiNTNlNi03ZDFhLTQyYjAtODIwMi1kNTBlMGJlNjI2NWEifQ==#/;https://www.fpawomenshealth.com/contents/financial-assistance
10151;0;Planned Parenthood - Modesto Health Center;1431 Mchenry Ave, Ste 100, Modesto, CA 95350;0E+00;0E+00;1431 Mchenry Ave;Ste 100;Modesto;CA;95350;0;(209) 579-2300;Mon 8:30 AM - 5:00 PM, Tue 8:30 AM - 5:00 PM, Wed 8:30 AM - 5:00 PM, Thu 8:30 AM - 5:00 PM, Fri 8:30 AM - 5:00 PM, Sat Closed, Sun Closed;;;Medi-Cal;;;Payment is expected at time of service unless other arrangements have previously been made. We accept Cash, Check, Money Orders, major credit cards;"English; Spanish; Spanish Interpretation by telephone available for other languages. Please let us know if you need an interpreter when scheduling your appointment. Please notify us in advance if you will need American Sign Language interpretation or interpretation by telephone.";Abortion Referrals, Birth Control, HIV Services, LGBTQ Services, Men's Health Care, Morning-After Pill (Emergency Contraception), Pregnancy Testing & Services, STD Testing/Treatment/Vaccines, and Women's Health Care;;You can privately and easily book your appointment online for select services 24/7. For the full set of services, you can call 877-855-7526 to book your appointment. Health center staff can also answer any questions you may have.;https://www.plannedparenthood.org/health-center/california/modesto/95350/modesto-health-center-2527-90130?utm_campaign=modesto-health-center&utm_medium=organic&utm_source=local-listing
10152;0;Planned Parenthood - Manteca Health Center;965 E Yosemite Ave, Ste 2, Manteca, CA 95336;0E+00;0E+00;965 E Yosemite Ave;Ste 2;Manteca;CA;95336;0;(209) 239-2528;Mon 8:30 AM - 5:00 PM, Tue 8:30 AM - 5:00 PM, Wed 8:30 AM - 5:00 PM, Thu 8:30 AM - 5:00 PM, Fri 8:30 AM - 5:00 PM, Sat Closed, Sun Closed;;;Medi-Cal;;;Payment is expected at time of service unless other arrangements have previously been made. We accept, Cash, Check, Money Orders, major credit cards;;Abortion Referrals, Birth Control, HIV Services, LGBTQ Services, Men's Health Care, Morning-After Pill (Emergency Contraception), Pregnancy Testing & Services, STD Testing/Treatment/Vaccines, and Women's Health Care;;;https://www.plannedparenthood.org/health-center/california/manteca/95336/manteca-health-center-2530-90130?utm_campaign=manteca-health-center&utm_medium=organic&utm_source=local-listing
10153;0;APLA Health - David Geffen Health Center Koreatown;611 S Kingsley Dr, Los Angeles, CA 90005;0E+00;0E+00;611 S Kingsley Dr;;Los Angeles;CA;90005;0;(213) 201-1600;;"Health Net PPO; Blue Shield PPO; Anthem Blue Cross PPO; Cigna PPO; United Health Care PPO";;"Medi-Cal; Managed Care Medi-Cal L.A. Care";Medicare;;;;;;;https://aplahealth.org/sliding-fees-insurance/
10154;0;APLA Health - Gleicher Chen Health Center Baldwin Hills;3743 S La Brea Ave, Los Angeles, CA 90016;0E+00;0E+00;3743 S La Brea Ave;;Los Angeles;CA;90016;0;(323) 329-9900;;"Health Net PPO; Blue Shield PPO; Anthem Blue Cross PPO; Cigna PPO; United Health Care PPO";;"Medi-Cal; Managed Care Medi-Cal L.A. Care";Medicare;;;;;;;https://aplahealth.org/contact/
10155;0;SAN JOAQUIN COUNTY CLINICS - MANTECA;283 Spreckels Ave, Manteca, CA 95336;0E+00;0E+00;283 Spreckels Ave;;Manteca;CA;95336;0;(209) 624-5800;;;;"Health Net Medi-Cal; Medi-Cal";;;Medicare, Medi-Cal and offers a sliding scale for primary care services. We now offer our uninsured patients payment options in the form of a sliding scale for patients below the 200% Federal Poverty Level.;;;;;https://www.sanjoaquingeneral.org/contact-us
10156;0;SJCC California Street Clinics;1414 N Califonia St, Stockton, CA 95202;0E+00;0E+00;1414 N Califonia St;;Stockton;CA;95202;0;(209) 468-6820;Mon 8:00 AM - 7:00 PM, Tue 8:00 AM - 7:00 PM, Wed 8:00 AM - 7:00 PM, Thu 8:00 AM - 7:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;"Health Net Medi-Cal; Medi-Cal";;;Medicare, Medi-Cal and offers a sliding scale for primary care services. We now offer our uninsured patients payment options in the form of a sliding scale for patients below the 200% Federal Poverty Level.;;;;;https://www.sjcclinics.org/en/locations
10157;0;SJCC French Camp Clinics - SJ General Hospital Campus;500 W Hospital Rd, French Camp, CA 95231;0E+00;0E+00;500 W Hospital Rd;;French Camp;CA;95231;0;(209) 468-6820;Mon 7:00 AM - 7:00 PM, Tue 7:00 AM - 7:00 PM, Wed 7:00 AM - 7:00 PM, Thu 7:00 AM - 7:00 PM, Fri 7:30 AM - 7:00 PM, Sat Closed, Sun Closed;;;"Health Net Medi-Cal; Medi-Cal";;;Medicare, Medi-Cal and offers a sliding scale for primary care services. We now offer our uninsured patients payment options in the form of a sliding scale for patients below the 200% Federal Poverty Level;;;;;https://www.sjcclinics.org/en/locations
10158;0;ChapCare Lincoln;2055 Lincoln Ave, Pasadena, CA 91103;0E+00;0E+00;2055 Lincoln Ave;;Pasadena;CA;91103;0;(626) 398-6300;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;Denti-Cal;;;Sliding scale fee, Low cost or free for those who qualify.;;Dental Exams, Teeth Cleaning and Gum Treatment, Flouride Treatment, Sealants, X-Rays, Fillings, Pulpotomys, Simple Extractions, Crowns and Spacers;;;https://www.freedentalcare.us/ci/ca-glendale
10159;0;Glendale Community Free Health Clinic;134 N Kenwood St, Ste 330, Glendale, CA 91206;0E+00;0E+00;134 N Kenwood St;Ste 330;Glendale;CA;91206;0;(818) 245-8109;Mon Closed, Tue 2:00 PM - 6:00 PM, Wed Closed, Thu Closed, Fri Closed, Sat Closed, Sun Closed;;;No;No;;Free services;;The Clinic Will ONLY Serve Patients With the Following Medical Conditions: Cardiovascular Disease, Hypertension, High Cholesterol, Diabetes, Thyroid Related Disease;;;http://glendaleclinic.org/index.html
10160;0;Kids Community Dental Clinic of Burbank;400 W Elmwood Ave, Burbank, CA 91506;0E+00;0E+00;400 W Elmwood Ave;;Burbank;CA;91506;0;(818) 841-8010;Mon 8:30 AM - 5:30 PM, Tue 8:30 AM - 5:30 PM, Wed 8:30 AM - 5:30 PM, Thu 8:30 AM - 5:30 PM, Fri 8:30 AM - 5:30 PM, Sat 8:30 AM - 5:00 PM, Sun Closed;;;No;No;;The fixed fee is $15 per visit, per child;;General Dentistry, Cleanings, Fillings and X-Rays.;;;https://www.freedentalcare.us/li/ca-kids_community_dental_clinic_of_burbank_
10161;0;Glendale Healthy Kids;223 N Jackson St, Glendale, CA 91206;0E+00;0E+00;223 N Jackson St;;Glendale;CA;91206;0;(818) 548-7931;;;;;;;Free or reduced fee services, sliding fee scale clinic;;Medical Care, Mental Health Care, Dental Care, Vision Services, Prescriptions, X- Rays, and Ph;;;https://www.freeclinics.com/det/ca_Glendale_Healthy_Kids
10162;0;Comprehensive Community Health Center-Glendale;801 S Chevy Chase Dr, Ste 250, Glendale, CA 91205;0E+00;0E+00;801 S Chevy Chase Dr;Ste 250;Glendale;CA;91205;0;(818) 265-2264;;;;;;;Sliding scale fee;;Family Medicine, Dental Pediatrics, Behavioral Health;;;https://www.freeclinics.com/det/comprehensive-community-health-center-glendale
10163;0;All For Health, Health For All;519 E Broadway, Glendale, CA 91205;0E+00;0E+00;519 E Broadway;;Glendale;CA;91205;0;(818) 409-3020;Mon 8:00 AM - 4:30 PM, Tue Closed, Wed Closed, Thu Closed, Fri Closed, Sat Closed, Sun Closed;;;Medicaid;Medicare;;Sliding scale fee;;Women's Health, Vision, Primary Care, Podiatry, Pharmacy, Pediatric, Ob/Gyn, Medical, Hearing, Family Planning, Urgent Care, Dental, Lab, Adults, Immunizations, Application Assistance - Rx, Counseling/Mental Health;;;https://www.freeclinics.com/det/all-for-health-health-for-all
10164;0;Glendale Health Center;501 N Glendale Ave, Glendale, CA 91206;0E+00;0E+00;501 N Glendale Ave;;Glendale;CA;91206;0;(818) 500-5785;;;;;;;Sliding scale fee;;Primary Care for Adults and Children, and Also Offer Support Through Social Work, Nutrition Counseling and Laboratory Services;;;https://www.freeclinics.com/det/ca_91206_glendale-health-center
10165;0;CCHC - Eagle Rock Dental Clinic;1704 Colorado Blvd, Eagle Rock, CA 90041;0E+00;0E+00;1704 Colorado Blvd;;Eagle Rock;CA;90041;0;(323) 543-2444;Mon 8:30 AM - 5:30 PM, Tue 8:30 AM - 5:30 PM, Wed 8:30 AM - 5:30 PM, Thu 8:30 AM - 5:30 PM, Fri 8:30 AM - 5:30 PM, Sat 8:30 AM - 5:00 PM, Sun Closed;;;;;;Sliding scale fee;;Exams, Cleanings, Fillings, X-Rays, Sealant, Extractions, Space Maintainers, Crowns, Emergencies, Fluoride, Varnishes, Oral Health Education, Pediatric Dentistry;;;https://www.freedentalcare.us/ci/ca-glendale
10166;0;Arroyo Vista Family Health Center Highland Park;6000 N Figueroa St, Los Angeles, CA 90042;0E+00;0E+00;6000 N Figueroa St;;Los Angeles;CA;90042;0;(323) 254-5221;Mon 8:00 AM - 7:00 PM, Tue 8:00 AM - 7:00 PM, Wed 8:00 AM - 7:00 PM, Thu 8:00 AM - 7:00 PM, Fri 8:00 AM - 7:00 PM, Sat 8:00 AM - 5:00 PM, Sun Closed;;;;;;Sliding scale fee;;Oral Examinations, X-Rays, Oral Hygiene Instructions, Routine Checkups, Cleaning, Endodontics (Root Canals), Restorative Dentistry Such as Fillings, Prosthetics (Dentures, Partials), Crowns and Bridges, Cosmetic Dentistry, Orthodontics (Coming Soon to Lincoln Heights), Oral Surgery (Extractions);;;https://www.freedentalcare.us/ci/ca-glendale
10167;0;Golden Valley Health Centers;198 G St North, Empire, CA 95319;0E+00;0E+00;198 G St North;;Empire;CA;95319;0;(209) 522-1010;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;*Medi-Cal;;;For patients without insurance, we offer a sliding fee scale based on income and family size to ensure that quality compassionate health care is readily accessible to everyone.;"English; Spanish";Family Medicine, Pediatrics, Women's Health, Internal Medicine, Dental Care, Podiatry, Optometry, Health Education, Behavioral Health, Chiropractic Services, Urgent Care, Allergist, Cardiology and Nephrology;;Https://www.gvhc.org/mychart/;https://www.gvhc.org/locations/empire/
10168;0;Golden Valley Health Centers;1540 Florida Ave, Modesto, CA 95350;0E+00;0E+00;1540 Florida Ave;;Modesto;CA;95350;0;(866) 682-4842;Mon 8:00 AM - 8:30 PM, Tue 8:00 AM - 8:30 PM, Wed 8:00 AM - 8:30 PM, Thu 8:00 AM - 8:30 PM, Fri 8:00 AM - 8:30 PM, Sat 8:00 AM - 5:00 PM, Sun Closed;;;*Medi-Cal;;;For patients without insurance, we offer a sliding fee scale based on income and family size to ensure that quality compassionate health care is readily accessible to everyone.;;Family Practice, Internal Medicine, Podiatry, Behavioral Health;;Https://www.gvhc.org/mychart/;https://www.gvhc.org/locations/modesto/modesto-florida-north/
10169;0;Golden Valley Health Centers;1510 Florida Ave, Modesto, CA 95350;0E+00;0E+00;1510 Florida Ave;;Modesto;CA;95350;0;(866) 682-4842;Mon 8:00 AM - 5:30 PM, Tue 8:00 AM - 5:30 PM, Wed 8:00 AM - 5:30 PM, Thu 8:00 AM - 5:30 PM, Fri 8:00 AM - 5:30 PM, Sat Closed, Sun Closed;;;*Medi-Cal;;;For patients without insurance, we offer a sliding fee scale based on income and family size to ensure that quality compassionate health care is readily accessible to everyone.;;Pediatrics, Behavioral Health, Women's Health;;Https://www.gvhc.org/mychart/;https://www.gvhc.org/locations/modesto/modesto-florida-suites/
